ID_EMPRESA,EMPRESA,ANIO,MES,NOMBRE_PUNTO_ENTREGA,NOMBRE_RUTA,TIPO_REMITENTE,NIT_REMITENTE,NUMERO_FACTURA,VALOR_FACTURA_PESOS,CANTIDAD_KG,CARGO_TRANSPORTE_PESOS_KG,VALOR_TRANSPORTE_PESOS,ECO_PESOS_KG,RECAUDO_POR_ECO_PESOS
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,5,Chimitá,Galán - Bucaramanga   (poliducto),COMERCIALIZADOR MAYORISTA,8902009190,686400594542352213686400594,7519713,69569,61.04,4246492,47.05,3273221
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,3,Chimitá,Galán - Bucaramanga   (poliducto),COMERCIALIZADOR MAYORISTA,8905007263,275910907389174925275910907,9822584,65033,60.88,3959209,90.16,5863375
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,3,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9001758302,531247145906458572531247145,6540850,36622.9,88.44,3238929,90.16,3301921
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8903106886,201572116270704978201572116,6761414,41283.52,88.14,3638729,75.64,3122685
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,3,Pereira,Galán - Pereira,COMERCIALIZADOR MAYORISTA,8914009003,257159757429863469257159757,23779844,71875,240.69,17299594,90.16,6480250
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,7,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003967595,117677035429688862117677035,35543472,138825.42,88.08,12227743,167.95,23315729
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Pereira,Galán - Pereira,COMERCIALIZADOR MAYORISTA,8914009003,3301886738394598233018867,14807823,46930,239.89,11258038,75.64,3549785
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,3,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8300647003,289453042719946234289453042,4921347,27555.13,88.44,2436976,90.16,2484371
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,3,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8912022039,722748953280500525722748953,16502725,92400.48,88.44,8171898,90.16,8330827
543.0,PROVIGAS S.A.S.  E.S.P.,2017,3,San Andrés Islas,Cartagena - San Andrés    (marítimo),DISTRIBUIDOR,8270001499,975912737157392909975912737,87261392,21340,4089,87261392,90,2
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8902009190,291223711438394995291223711,5168551,31557.89,88.14,2781512,75.64,2387039
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,1,Chimitá,Galán - Bucaramanga   (poliducto),COMERCIALIZADOR MAYORISTA,9003967595,729998544301059701729998544,4471750,39319,60.82,2391382,52.91,2080368
543.0,PROVIGAS S.A.S.  E.S.P.,2017,2,San Andrés Islas,Cartagena - San Andrés    (marítimo),DISTRIBUIDOR,8270001499,975912737157392909975912737,74691251,18320,4077,74691251,75,2
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,8,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003352790,835340013522381112835340013,12592044,120625,88.44,10668075,15.95,1923969
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,5,Yumbo,Galán - Yumbo,DISTRIBUIDOR,8140030505,11082255163457796110822551,24369845,65950,322.47,21266897,47.05,3102948
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8907017660,280936015405659924280936015,8980829,54734.45,88.44,4840715,75.64,4140114
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,5,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8912022039,350445887432962935350445887,9854229,72934.86,88.06,6422644,47.05,3431585
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003967595,925894070479247250925894070,15284588,93153.27,88.44,8238475,75.64,7046113
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,1,Puerto Salgar,Galán - Puerto Salgar   (poliducto),DISTRIBUIDOR,8140030505,480958854980791795480958854,3869894,27364.55,88.51,2422036,52.91,1447858
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,5,Chimitá,Galán - Bucaramanga   (poliducto),COMERCIALIZADOR MAYORISTA,8902009190,999692150161258845999692150,16479043,152881,60.74,9285992,47.05,7193051
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,4,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003967595,358502395990570993358502395,15054810,93247.51,88.49,8251472,72.96,6803338
543.0,PROVIGAS S.A.S.  E.S.P.,2017,5,San Andrés Islas,Cartagena - San Andrés    (marítimo),DISTRIBUIDOR,8270001499,975912737157392909975912737,75717200,18600,4071,75717200,47,2
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,3,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8605088925,6717137410730803167171374,4162015,23329.68,88.24,2058611,90.16,2103404
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,3,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8903106886,430166246479033450430166246,7186525,40238.1,88.44,3558658,90.16,3627867
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,1,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8300647003,5495871773705026654958717,5099935,36062.33,88.51,3191877,52.91,1908058
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,5,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8301306480,748885194588836002748885194,4136090,30515.64,88.49,2700329,47.05,1435761
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,1,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8903106886,612515518122622848612515518,23175384,163876.28,88.51,14504690,52.91,8670694
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,8,Chimitá,Galán - Bucaramanga   (poliducto),COMERCIALIZADOR MAYORISTA,8905007263,604636509948295767604636509,5425711,70804,60.68,4296387,15.95,1129324
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,3,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003352790,330707006407929568330707006,16391074,91775.33,88.44,8116610,90.16,8274464
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,5,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8903106886,742450538481884832742450538,35306343,260486.52,88.49,23050452,47.05,12255891
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,8,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003967595,406994194116915634406994194,9555342,91922.48,88,8089178,15.95,1466164
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,3,Sebastopol,Galán - Sebastopol   (poliducto),COMERCIALIZADOR MAYORISTA,8909086433,197854426484917074197854426,16491388,92337,88.44,8166284,90.16,8325104
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,8,Sebastopol,Galán - Sebastopol   (poliducto),COMERCIALIZADOR MAYORISTA,8909086433,686932214273878360686932214,5393205,51664,88.44,4569164,15.95,824041
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,8,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003967595,406994194116915634406994194,9553824,91907.88,88,8087893,15.95,1465931
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,1,Puerto Salgar,Galán - Puerto Salgar   (poliducto),DISTRIBUIDOR,8140030505,934595329882077215934595329,5046727,35779.7,88.14,3153623,52.91,1893104
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,4,Cartago,Galán - Cartago,COMERCIALIZADOR MAYORISTA,8050035836,500960377819736102500960377,24202650,77305,240.12,18562477,72.96,5640173
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,7,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003967595,117677035429688862117677035,35213081,137534.98,88.08,12114081,167.95,23099000
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,5,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9001758302,178801434125163001178801434,4486851,33103.52,88.49,2929330,47.05,1557521
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,8,Chimitá,Galán - Bucaramanga   (poliducto),COMERCIALIZADOR MAYORISTA,9003352790,661900465713534341661900465,2813317,36713,60.68,2227745,15.95,585572
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,8,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8909086433,686932214273878360686932214,23681213,226853.27,88.44,20062903,15.95,3618310
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,3,Chimitá,Galán - Bucaramanga   (poliducto),COMERCIALIZADOR MAYORISTA,8902009190,97238234342542639972382343,2937277,19429,61.02,1185558,90.16,1751719
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8909086433,592117787195293226592117787,6741444,41161.58,88.14,3627982,75.64,3113462
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,3,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003967595,811142835976745315811142835,8246378,46224.09,88.24,4078814,90.16,4167564
543.0,PROVIGAS S.A.S.  E.S.P.,2017,5,San Andrés Islas,Cartagena - San Andrés    (marítimo),DISTRIBUIDOR,8270001499,975912737157392909975912737,74170290,18220,4071,74170290,47,2
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,4,Chimitá,Galán - Bucaramanga   (poliducto),COMERCIALIZADOR MAYORISTA,9003967595,8279959630512027482799596,22458400,167600,61.04,10230304,72.96,12228096
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,7,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003352790,422776893863207613422776893,7090241,27693.01,88.08,2439200,167.95,4651041
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,8,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9001758302,288047999230960759288047999,4777567,45960.24,88,4044501,15.95,733066
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8903106886,201572116270704978201572116,21525856,131431.53,88.14,11584375,75.64,9941481
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,5,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003352790,972223257860768680972223257,15424772,114164.55,88.06,10053330,47.05,5371442
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,1,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8000740332,129553431135371581129553431,3794221,26899.83,88.14,2370951,52.91,1423270
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,8,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003352790,267093442729626895267093442,4795001,45933.52,88.44,4062361,15.95,732640
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,1,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9006431668,902054619562638274902054619,4627536,32807.77,88.14,2891677,52.91,1735859
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8605088925,360435966635731471360435966,3935856,24031.36,88.14,2118124,75.64,1817732
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,4,Yumbo,Galán - Yumbo,COMERCIALIZADOR MAYORISTA,8912022039,805837107856987723805837107,128995642,326952,321.58,105141224,72.96,23854418
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,4,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8605088925,649849071103162583649849071,29776766,184719.39,88.24,16299639,72.96,13477127
543.0,PROVIGAS S.A.S.  E.S.P.,2017,1,San Andrés Islas,Cartagena - San Andrés    (marítimo),DISTRIBUIDOR,8270001499,975912737157392909975912737,79550701,19470,4086,79550701,53,2
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,4,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9005729589,605353579175453629605353579,5890892,36543.99,88.24,3224642,72.96,2666250
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,5,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003967595,653730628326754745653730628,31034017,229694.45,88.06,20226893,47.05,10807124
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,1,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8903106886,9261021160212451292610211,12990000,91854.05,88.51,8130002,52.91,4859998
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,8,Chimitá,Galán - Bucaramanga   (poliducto),COMERCIALIZADOR MAYORISTA,9003352790,835340013522381112835340013,20247715,264227,60.68,16033294,15.95,4214421
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,7,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9009247781,162226460617745672162226460,2407289,9402.37,88.08,828161,167.95,1579128
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8903106886,392596373362368050392596373,13573152,82722.77,88.44,7316002,75.64,6257150
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,8,Sebastopol,Galán - Sebastopol   (poliducto),COMERCIALIZADOR MAYORISTA,8909086433,686932214273878360686932214,7609556,73204,88,6441952,15.95,1167604
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,5,Puerto Salgar,Galán - Puerto Salgar   (poliducto),DISTRIBUIDOR,8140030505,934280796930814647934280796,4152089,30731.17,88.06,2706187,47.05,1445902
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,4,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8903106886,776947175336802434776947175,22436989,138971.75,88.49,12297610,72.96,10139379
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,4,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8905007263,66485873224541515664858732,3726523,23117.39,88.24,2039878,72.96,1686645
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8912022039,172080901150332491172080901,15803665,96316.83,88.44,8518260,75.64,7285405
543.0,PROVIGAS S.A.S.  E.S.P.,2017,1,San Andrés Islas,Cartagena - San Andrés    (marítimo),DISTRIBUIDOR,8270001499,975912737157392909975912737,67048126,16410,4086,67048126,53,2
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,5,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8907017660,799111843142454964799111843,7202241,53306.5,88.06,4694170,47.05,2508071
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,8,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8605088925,912788736525170647912788736,5857786,56351.95,88,4958972,15.95,898814
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Yumbo,Galán - Yumbo,COMERCIALIZADOR MAYORISTA,9001758302,919202442871169686919202442,53705729,135313,321.26,43470654,75.64,10235075
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,1,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8912022039,980542062954468222980542062,2242376,15897.74,88.14,1401227,52.91,841149
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,7,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003967595,97176064599417101971760645,23561792,92056.23,88,8100948,167.95,15460844
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003967595,925894070479247250925894070,8999293,54846.98,88.44,4850667,75.64,4148626
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Yumbo,Galán - Yumbo,COMERCIALIZADOR MAYORISTA,8912022039,8615158121279285186151581,76701322,193251,321.26,62083816,75.64,14617506
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Cartago,Galán - Cartago,COMERCIALIZADOR MAYORISTA,8050035836,732342104207001517732342104,32886932,103964,240.69,25023095,75.64,7863837
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8605088925,437924831447882250437924831,4563846,27865.71,88.14,2456084,75.64,2107762
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,1,Puerto Salgar,Galán - Puerto Salgar   (poliducto),DISTRIBUIDOR,8140030505,934595329882077215934595329,5045597,35771.69,88.14,3152917,52.91,1892680
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,7,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003352790,422776893863207613422776893,12263758,47899.69,88.08,4219005,167.95,8044753
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,5,Yumbo,Galán - Yumbo,COMERCIALIZADOR MAYORISTA,9001758302,428143747200248756428143747,13698476,37071,322.47,11954285,47.05,1744191
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8000740332,605232714796366426605232714,7624016,46550.35,88.14,4102948,75.64,3521068
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,1,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8605088925,267870747968511738267870747,2716649,19209.79,88.51,1700259,52.91,1016390
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,7,Yumbo,Galán - Yumbo,COMERCIALIZADOR MAYORISTA,8903106886,8029880698691352880298806,142508598,291709,320.58,93516071,167.95,48992527
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8902009190,614905542740298086614905542,4544814,27698.77,88.44,2449679,75.64,2095135
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,1,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003352790,827944456247061041827944456,5330147,37690.19,88.51,3335959,52.91,1994188
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,4,Yumbo,Galán - Yumbo,COMERCIALIZADOR MAYORISTA,8912022039,432407357118074864432407357,36351089,91928,322.47,29644022,72.96,6707067
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,5,Chimitá,Galán - Bucaramanga   (poliducto),COMERCIALIZADOR MAYORISTA,8902009190,686400594542352213686400594,16042286,148416,61.04,9059313,47.05,6982973
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,1,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003967595,98406827350469799984068273,6064360,42881.91,88.51,3795478,52.91,2268882
543.0,PROVIGAS S.A.S.  E.S.P.,2017,2,San Andrés Islas,Cartagena - San Andrés    (marítimo),DISTRIBUIDOR,8270001499,975912737157392909975912737,78523662,19260,4077,78523662,75,2
543.0,PROVIGAS S.A.S.  E.S.P.,2017,1,San Andrés Islas,Cartagena - San Andrés    (marítimo),DISTRIBUIDOR,8270001499,975912737157392909975912737,86537435,21180,4086,86537435,53,2
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,4,Chimitá,Galán - Bucaramanga   (poliducto),COMERCIALIZADOR MAYORISTA,9003352790,320071472766393612320071472,9939761,74266,60.88,4521314,72.96,5418447
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Puerto Salgar,Galán - Puerto Salgar   (poliducto),DISTRIBUIDOR,8140030505,6976246585746147969762465,17965925,109494.91,88.44,9683730,75.64,8282195
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,7,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003352790,329969570188679436329969570,9447698,36912.28,88,3248281,167.95,6199417
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Chimitá,Galán - Bucaramanga   (poliducto),COMERCIALIZADOR MAYORISTA,9003967595,89626661303644248962666,23995945,175846,60.82,10694954,75.64,13300991
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,5,Yumbo,Galán - Yumbo,COMERCIALIZADOR MAYORISTA,9003352790,890050043707232941890050043,32006345,86616,322.47,27931062,47.05,4075283
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,3,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8000740332,653733722764479209653733722,9843493,55114.74,88.44,4874348,90.16,4969145
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,4,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8912022039,432407357118074864432407357,15655748,96969.64,88.49,8580843,72.96,7074905
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Yumbo,Galán - Yumbo,COMERCIALIZADOR MAYORISTA,9001758302,166766373136443124166766373,42816678,107585,322.34,34678949,75.64,8137729
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,8,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9006431668,671781625848398751671781625,1350377,12990.64,88,1143176,15.95,207201
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,7,Yumbo,Galán - Yumbo,COMERCIALIZADOR MAYORISTA,9001758302,4777660186845252447776601,122614824,250823,320.9,80489101,167.95,42125723
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,2,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9005702622,712680413262981895712680413,1826704,11133.01,88.44,984603,75.64,842101
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,7,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8300647003,351773733779093599351773733,9550288,37313.1,88,3283553,167.95,6266735
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,4,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003352790,520472670604016252520472670,11209726,69431.56,88.49,6143999,72.96,5065727
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,3,Sebastopol,Galán - Sebastopol   (poliducto),COMERCIALIZADOR MAYORISTA,8909086433,197854426484917074197854426,8266144,46283,88.44,4093269,90.16,4172875
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,5,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,9003352790,972223257860768680972223257,7456432,55187.86,88.06,4859843,47.05,2596589
26600.0,CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S,2017,1,Puerto Salgar,Galán - Puerto Salgar   (poliducto),COMERCIALIZADOR MAYORISTA,8300647003,504070418820198681504070418,6190956,43777.09,88.51,3874710,52.91,2316246
